,$schema,@id,label,sampleidentifier,description,hasContextCategory,hasMaterialCategory,hasSpecimenCategory,informalClassification,keywords,registrant,samplingPurpose,relatedResource,producedBy.@id,producedBy.label,producedBy.description,producedBy.hasFeatureOfInterest,producedBy.responsibility,producedBy.resultTime,producedBy.samplingSite.description,producedBy.samplingSite.label,producedBy.samplingSite.location.elevation,producedBy.samplingSite.location.latitude,producedBy.samplingSite.location.longitude,producedBy.samplingSite.placeName,curation.label,curation.description,curation.accessConstraints,curation.curationLocation,curation.responsibility,uri
4380,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2t43pn5s,Bone ID: 97,http://n2t.net/ark:/28722/k2t43pn5s,early bce/ce: -4700.0 | late bce/ce: -4200.0 | updated: 2017-02-11T14:20:20Z,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Turkey', 'Kenan Tepe', 'Area E', 'Trench 2', 'Locus 168', 'Finds Bag 4']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Jennifer Henecke']",2012-03-28T00:00:00Z,,,,37.830333,40.813539,"['Turkey', 'Kenan Tepe', 'Area E', 'Trench 2', 'Locus 168', 'Finds Bag 4']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/37EDEB61-E39B-423F-5BB2-B9CAEEBE4C88
4381,../../iSamplesSchemaBasic0.2.json,metadata/28722/k29021f88,Bone 482,ark:/28722/k29021f88,early bce/ce: -6000.0 | late bce/ce: -5660.0 | updated: 2020-03-28T14:55:22Z | Has anatomical identification: metatarsal bone of digit 5,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sus scrofa'],"['Turkey', 'Ulucak', 'Level IVb']",,,[],Not Provided,Zooarchaeology of Neolithic Ulucak,http://opencontext.org/projects/99BDB878-6411-44F8-2D7B-A99384A6CA21,Not Provided,"['creator: Canan Çakırlar', 'collector: Canan Çakırlar']",2013-08-11T00:00:00Z,,,,38.46,27.35,"['Turkey', 'Ulucak', 'Level IVb']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/1AFDFE91-F623-432F-9820-EA1683DF9C20
4382,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2bk16z8v,16980.F110,ark:/28722/k2bk16z8v,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:57:11Z | Has anatomical identification: ulna,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16980']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16980']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/14C547E9-327F-4784-A313-C2141AD3F58D
4383,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2mk69m80,Bone G1218-438,ark:/28722/k2mk69m80,early bce/ce: -17850.0 | late bce/ce: -17050.0 | updated: 2020-03-28T05:50:44Z | Has anatomical identification: tibia,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Ovis orientalis'],"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",,,[],Not Provided,Zooarchaeology of Karain Cave B,http://opencontext.org/projects/731B0670-CE2A-414A-8EF6-9C050A1C60F5,Not Provided,"['creator: Levent Atici', 'collector: Levent Atici']",2013-02-25T00:00:00Z,,,,37.077589,30.5708,"['Turkey', 'Karain B Cave', 'PI.2', 'Square G12']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/D43E0594-E0A5-4925-72C4-608AE0631BF8
4384,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2qb9zk5m,4121.F1361,ark:/28722/k2qb9zk5m,early bce/ce: -7000.0 | late bce/ce: -6500.0 | updated: 2020-03-28T08:28:27Z | Has anatomical identification: femur,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 4121']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Stephanie Meese', 'collector: Louise Martin', 'collector: Lisa Yeomans', 'collector: Çatalhöyük Zooarchaeology', 'collector: Katheryn Twiss', 'collector: Sheelagh Frame']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 4121']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/41C8D89C-FBAB-4CE2-F3BD-910CD687065C
4385,../../iSamplesSchemaBasic0.2.json,metadata/28722/k22f83p1f,83.0878,ark:/28722/k22f83p1f,early bce/ce: -2850.0 | late bce/ce: -2550.0 | updated: 2021-06-26T11:48:08Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Numayra', 'Unit NE 2-1 (unit Rm 16)', 'Locus 14']",,,[],Not Provided,Early Bronze Age Numayra,http://opencontext.org/projects/685a86a5-ed68-4f92-8c50-d2dfb8f20995,Not Provided,"['creator: Meredith S. Chesson', 'creator: R. Thomas Schaub', 'creator:  Walter E. Rast']",2019-10-05T00:00:00Z,,,,31.13142,35.52837,"['Jordan', 'Numayra', 'Unit NE 2-1 (unit Rm 16)', 'Locus 14']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/11091685-bac1-40db-9f23-4d6a977a4456
4386,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2154kj49,Finds Bag 4203,http://n2t.net/ark:/28722/k2154kj49,early bce/ce: -1900.0 | late bce/ce: -1700.0 | updated: 2017-02-10T22:06:08Z,['Site of past human activities'],['Anthropogenic material'],['Other solid object'],[],"['Turkey', 'Kenan Tepe', 'Area D', 'Trench 4', 'Locus 4032']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Sibel Torpil']",2012-03-28T00:00:00Z,,,,37.830637,40.813654,"['Turkey', 'Kenan Tepe', 'Area D', 'Trench 4', 'Locus 4032']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/95D9AA41-9B6C-4366-D03C-D40508013556
4387,../../iSamplesSchemaBasic0.2.json,metadata/28722/k22n51d9t,Bone 19667,ark:/28722/k22n51d9t,early bce/ce: -5800.0 | late bce/ce: -5700.0 | updated: 2020-03-28T14:05:43Z | Has anatomical identification: calcaneus,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Ilıpınar', 'Area 1', 'Lot 130']",,,[],Not Provided,Ilıpınar Zooarchaeology,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Not Provided,"['creator: Hijlke Buitenhuis', 'collector: Hijlke Buitenhuis']",2013-08-12T00:00:00Z,,,,40.468303,29.309099,"['Turkey', 'Ilıpınar', 'Area 1', 'Lot 130']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/A7E01DC6-7A54-4730-2B91-025187CAD740
4388,../../iSamplesSchemaBasic0.2.json,metadata/28722/k22520h1x,83.0809,ark:/28722/k22520h1x,early bce/ce: -2850.0 | late bce/ce: -2550.0 | updated: 2021-06-26T11:49:10Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Numayra', 'Unit SW 11-1', 'Locus 5']",,,[],Not Provided,Early Bronze Age Numayra,http://opencontext.org/projects/685a86a5-ed68-4f92-8c50-d2dfb8f20995,Not Provided,"['creator: Meredith S. Chesson', 'creator: R. Thomas Schaub', 'creator:  Walter E. Rast']",2019-10-05T00:00:00Z,,,,31.13142,35.52837,"['Jordan', 'Numayra', 'Unit SW 11-1', 'Locus 5']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/c93fa54d-7eef-4f91-b6ba-8ad07751c5b7
4389,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2fx76g68,14187.F5,ark:/28722/k2fx76g68,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T10:58:46Z | Has anatomical identification: tooth of lower jaw,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area 4040', 'Unit 14187']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Sheelagh Frame']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area 4040', 'Unit 14187']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/A444FCE0-BD49-4144-BE67-3758F4D39770
4390,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2gb2gw70,Bone PI1-02221,ark:/28722/k2gb2gw70,early bce/ce: -750.0 | late bce/ce: 100.0 | updated: 2021-06-27T01:29:52Z | Has anatomical identification: radius bone,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Odocoileus'],"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 9']",,,[],Not Provided,Northern Highland Archaeofaunas of Ecuador,http://opencontext.org/projects/59157336-e1df-4d14-9cc9-f046bc429230,Not Provided,['creator: Peter W Stahl'],2020-06-27T00:51:59Z,,,,0.14322,-78.055418,"['Ecuador', 'Pichincha Province', 'Pi-1', 'Group 9']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/1db9792c-0c3f-4635-92ce-d3716b690a73
4391,../../iSamplesSchemaBasic0.2.json,metadata/28722/k24j0v866,Reg. 43119,ark:/28722/k24j0v866,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-25T21:30:18Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-31T01:49:43Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'B.D7:n17']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/a6f66da4-48b7-4e1d-b6a6-1ec22dbb5f48
4392,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2c82952g,Bone ID: 103,http://n2t.net/ark:/28722/k2c82952g,early bce/ce: False | late bce/ce: False | updated: 2017-02-09T16:48:57Z,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],[],"['Turkey', 'Kenan Tepe', 'Area D', 'Trench 5', 'Locus 5206', 'Finds Bag 5']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Jennifer Henecke']",2012-03-28T00:00:00Z,,,,37.830708,40.813714,"['Turkey', 'Kenan Tepe', 'Area D', 'Trench 5', 'Locus 5206', 'Finds Bag 5']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/F44113C4-AFE7-4A77-94D0-1E8A0973150B
4393,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2th8fd5f,11644.F210,ark:/28722/k2th8fd5f,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T10:40:11Z | Has anatomical identification: tooth of upper jaw,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Sheep or goat'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 11644']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Arzu Demirergi', 'collector: Adam Watson']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 11644']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/8634FEF1-42C9-44E1-D078-76692A98C343
4394,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2vm43m3v,Bone 9154,ark:/28722/k2vm43m3v,early bce/ce: -6000.0 | late bce/ce: -5800.0 | updated: 2020-03-28T13:38:13Z | Has anatomical identification: proximal phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos'],"['Turkey', 'Ilıpınar', 'Area 1', 'Lot 104']",,,[],Not Provided,Ilıpınar Zooarchaeology,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Not Provided,"['creator: Hijlke Buitenhuis', 'collector: Hijlke Buitenhuis']",2013-08-12T00:00:00Z,,,,40.468303,29.309099,"['Turkey', 'Ilıpınar', 'Area 1', 'Lot 104']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/7A0BAF5E-35C7-44CC-6DB8-EFEF2F423142
4395,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2dr2ws17,57330 (1),http://n2t.net/ark:/28722/k2dr2ws17,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-09T17:10:35Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 57', 'Locus 13', 'Seq. 57330']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Temple', 'Trench 57', 'Locus 13', 'Seq. 57330']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/36F8005C-4100-4D13-17BD-75D3C8CC261B
4396,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2h70q83d,11210207,ark:/28722/k2h70q83d,early bce/ce: 1820.0 | late bce/ce: 1950.0 | updated: 2021-06-23T11:01:16Z | Consists of: ceramic (material) | Has type: whiteware,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['United States', 'Minnesota', 'Fort Snelling', 'Fort Snelling Short Barracks', '20 S :: 60 E']",,,[],Not Provided,Historic Fort Snelling,http://opencontext.org/projects/fab0532a-2953-4f13-aa97-8a9d7e992dbe,Not Provided,['creator: Nancy Hoffman'],2016-06-23T19:39:03Z,,,,44.893131,-93.181061,"['United States', 'Minnesota', 'Fort Snelling', 'Fort Snelling Short Barracks', '20 S :: 60 E']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/494c2c17-9615-4c14-adb6-029e701e9181
4397,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2db7vz7q,16896.F566,ark:/28722/k2db7vz7q,early bce/ce: -5900.0 | late bce/ce: -5800.0 | updated: 2020-03-28T11:55:16Z | Has anatomical identification: middle phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Ovis'],"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16896']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Nerissa Russell', 'collector: David Orton']",2013-08-16T00:00:00Z,,,,37.666389,32.8225,"['Turkey', 'Çatalhöyük', 'Mound West', 'Trench 5', 'Unit 16896']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/0277C1B8-78B7-41F4-B4AE-8B7EBCF9B630
4398,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2qj7fb9h,Bone 3261,ark:/28722/k2qj7fb9h,early bce/ce: -1100.0 | late bce/ce: -650.0 | updated: 2020-03-28T01:35:59Z | Has anatomical identification: proximal phalanx,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Dama dama'],"['Israel', 'Hazor', 'Area A2', 'Locus 3590', 'Basket 24064']",,,[],Not Provided,Hazor: Zooarchaeology,http://opencontext.org/projects/HazorZooPRJ0000000010,Not Provided,['creator: Justin Lev-Tov'],2006-05-12T00:00:00Z,,,,32.9792,35.5433,"['Israel', 'Hazor', 'Area A2', 'Locus 3590', 'Basket 24064']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/HazorZooSPA0000011099
4399,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2bg2s80d,Arch. Frag. 4014,http://n2t.net/ark:/28722/k2bg2s80d,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-11T18:56:54Z,['Site of past human activities'],['Anthropogenic material'],['Anthropogenic aggregation'],[],"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 18', 'Locus 17']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,"['creator: Martha Sharp Joukowsky', 'collector: Joseph J. Basile']",2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Upper Temenos', 'Trench 18', 'Locus 17']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/EED25AD5-7FD0-49D7-C72A-DEDDC24D6A00
4400,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2ks70662,Fish F14241,ark:/28722/k2ks70662,early bce/ce: 950.0 | late bce/ce: 1400.0 | updated: 2021-06-23T06:27:07Z | Has anatomical identification: premaxilla,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Gadus macrocephalus'],"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A1', 'Unit 9']",,,[],Not Provided,The Čḯxʷicən Fishbone Project,http://opencontext.org/projects/fde9a92e-9748-47a5-a8e3-7f95c486e1a0,Not Provided,"['creator: Virginia L Butler', 'creator: Kristine M Bovy', 'creator: Sarah K Campbell', 'creator: Michael A Etnier', 'creator: Sarah L Sterling', 'collector: Virginia L Butler', 'collector: Anthony R Hofkamp', 'collector: Kathyrn A Mohlenhoff', 'collector: Reno Nims', 'collector: Patrick Rennaker', 'collector: J Shoshana Rosenberg', 'collector: Laura M Syvertston']",2020-12-13T23:27:23Z,,,,48.13149,-123.46283,"['United States', 'Washington', 'Clallam County', 'Čḯxwicən', 'Area A1', 'Unit 9']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/24d4d80a-c34f-4c1d-8140-02dbce9eef7c
4401,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2k93654s,Finds Bag 2,http://n2t.net/ark:/28722/k2k93654s,early bce/ce: -1050.0 | late bce/ce: -900.0 | updated: 2017-02-09T15:31:06Z,['Site of past human activities'],['Anthropogenic material'],['Other solid object'],[],"['Turkey', 'Kenan Tepe', 'Area C', 'Trench 3', 'Locus 3057']",,,[],Not Provided,Kenan Tepe,http://opencontext.org/projects/3DE4CD9C-259E-4C14-9B03-8B10454BA66E,Not Provided,"['creator: Bradley Parker', 'creator: Peter Cobb', 'collector: Jonathan Schnereger']",2012-03-28T00:00:00Z,,,,37.830658,40.812673,"['Turkey', 'Kenan Tepe', 'Area C', 'Trench 3', 'Locus 3057']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/FD9D9959-045E-41FF-7B25-9654543C3604
4402,../../iSamplesSchemaBasic0.2.json,metadata/28722/k21c1zj8q,Bone 2196,ark:/28722/k21c1zj8q,early bce/ce: -6500.0 | late bce/ce: -6000.0 | updated: 2020-03-28T06:16:57Z | Has anatomical identification: rib,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos taurus'],"['Turkey', 'Barcın Höyük', 'Trench L13', 'Phase VID']",,,[],Not Provided,Barçın Höyük Zooarchaeology,http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E,Not Provided,"['creator: Alfred Galik', 'collector: Alfred Galik']",2013-02-25T00:00:00Z,,,,40.267036,29.602058,"['Turkey', 'Barcın Höyük', 'Trench L13', 'Phase VID']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/6CAF9226-9C4B-4190-4F85-525666063069
4403,../../iSamplesSchemaBasic0.2.json,metadata/28722/k22r46m6s,Reg. 12991,ark:/28722/k22r46m6s,early bce/ce: -800.0 | late bce/ce: 1000.0 | updated: 2021-06-26T06:12:06Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Cyprus', 'Polis Chrysochous', 'E.F2:R09']",,,[],Not Provided,Excavations at Polis,http://opencontext.org/projects/766d9fd5-2175-41e3-b7c9-7eba6777f1f0,Not Provided,['creator: Joanna Smith'],2017-01-30T23:15:19Z,,,,35.034889,32.421841,"['Cyprus', 'Polis Chrysochous', 'E.F2:R09']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/979ce16e-0a4a-46ed-8df9-7fdc9913c022
4404,../../iSamplesSchemaBasic0.2.json,metadata/28722/k23f51q2q,4070-Bonelit,ark:/28722/k23f51q2q,early bce/ce: -1000.0 | late bce/ce: -500.0 | updated: 2021-06-23T06:22:40Z | Has anatomical identification: scapula,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Bos taurus'],"['Poland', 'Smuszewo']",,,[],Not Provided,Biometrical Database of European Aurochs and Domestic Cattle,http://opencontext.org/projects/1816A043-92E2-471D-A23D-AAC58695D0D3,Not Provided,"['creator: Elizabeth Wright', 'collector: Elizabeth Wright', 'collector: Sarah Viner-Daniels', 'collector: Umberto Albarella', 'collector: Martin Street', 'collector: Daniel Makowiecki', 'collector: Karlheinz Steppan', 'collector: Jean-Phillipe Brugal']",2016-04-03T00:00:00Z,,,,52.88342,17.41982,"['Poland', 'Smuszewo']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/25da13ed-8660-4edf-9bf3-f8cf5be28efc
4405,../../iSamplesSchemaBasic0.2.json,metadata/28722/k28914c9h,1156.F5,ark:/28722/k28914c9h,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T07:12:53Z | Has anatomical identification: rib,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area North', 'Unit 1156']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Katheryn Twiss', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area North', 'Unit 1156']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/DE164E9C-1AAE-47F1-FC2D-6DC29B833517
4406,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2d50k586,16260.F251,ark:/28722/k2d50k586,early bce/ce: -6500.0 | late bce/ce: -6200.0 | updated: 2020-03-28T11:31:43Z | Has anatomical identification: tooth of lower jaw,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Artiodactyla'],"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",,,[],Not Provided,Çatalhöyük Zooarchaeology,http://opencontext.org/projects/1B426F7C-99EC-4322-4069-E8DBD927CCF1,Not Provided,"['creator: David Orton', 'creator: Nerissa Russell', 'creator: Katheryn Twiss', 'creator: Louise Martin', 'creator: Sheelagh Frame', 'collector: Arzu Demirergi', 'collector: Claire Christensen', 'collector: Katheryn Twiss', 'collector: Nerissa Russell']",2013-02-13T00:00:00Z,,,,37.668196,32.827191,"['Turkey', 'Çatalhöyük', 'Mound East', 'Area South', 'Unit 16260']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/DA709179-2785-4EDA-3ECF-12C91CF53A5C
4407,../../iSamplesSchemaBasic0.2.json,metadata/http://n2t.net/ark:/28722/k2g44rd29,17028 (16),http://n2t.net/ark:/28722/k2g44rd29,early bce/ce: -200.0 | late bce/ce: 360.0 | updated: 2017-02-09T09:48:13Z,['Site of past human activities'],['Anthropogenic material'],['Artifact'],[],"['Jordan', 'Petra Great Temple', 'Lower Temenos', 'Trench 17', 'Locus 6', 'Seq. 17028']",,,[],Not Provided,Petra Great Temple Excavations,http://opencontext.org/projects/A5DDBEA2-B3C8-43F9-8151-33343CBDC857,Not Provided,['creator: Martha Sharp Joukowsky'],2007-11-11T00:00:00Z,,,,30.3287,35.4421,"['Jordan', 'Petra Great Temple', 'Lower Temenos', 'Trench 17', 'Locus 6', 'Seq. 17028']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/F00976A3-C070-4F6C-3A5F-DBF94BB6EC93
4408,../../iSamplesSchemaBasic0.2.json,metadata/28722/k2pc2tz58,Bone 19180,ark:/28722/k2pc2tz58,early bce/ce: -5800.0 | late bce/ce: -5700.0 | updated: 2020-03-28T14:04:16Z | Has anatomical identification: tibia,['Site of past human activities'],['Biogenic non organic material'],['Organism part'],['Mammalia'],"['Turkey', 'Ilıpınar', 'Area 1', 'Lot 109']",,,[],Not Provided,Ilıpınar Zooarchaeology,http://opencontext.org/projects/D297CD29-50CA-4B2C-4A07-498ADF3AF487,Not Provided,"['creator: Hijlke Buitenhuis', 'collector: Hijlke Buitenhuis']",2013-08-12T00:00:00Z,,,,40.468303,29.309099,"['Turkey', 'Ilıpınar', 'Area 1', 'Lot 109']",Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,http://opencontext.org/subjects/595123CF-77A8-4969-A500-F9AD2C2D1D62
